OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,makeAconnection,SpendTimeDestinationKentState,favoritePartDestinationKentState,anyAdditionalComments
n/a,n/a,n/a,n/a,touring campus and building by major. ,my favorite part was when we broke off with our colleges and got to learn about our own majors. ,n/a
,,,Group chat,,,
N/A,,,,,,
,need more guidance on what is a good schedule for different kind of people,,,,,
,,,,,,
,,,,,,
,,,,"more info on move in and class essentials (books, materials, etc)",,
,,Would like to meet with college more at DKS,Meeting with college more and get to know more people In it,Spend more time with college and go see where each of your classes are so do scheduling day 1,,
,,,,,,
,,,,,,
No,,,Nothing really,They we're well balanced,Talking with students,
,,,,,The short 20 minute sessions where good because it gave us a lot of information but to much that we couldn’t remember what was said. ,
,The advisors were very nice! ,,,,,
,,,Me actually speaking up and introducing myself instead of being afraid. ,,,
,,,More time in perspective majors. ,More time learning about actual major,Learning about my nursing major,N/a
,The advisors all seem great and my advisor was amazing. It was a great comfort to me that he was able to tell me exactly what needs to be done and made it clear and easy to understand. ,It was very informative especially when we got to talk about selecting Kent core classes. ,,I would have liked to see more of my major building and the classrooms that I will be in. ,I liked the opportunity to talk to the flash guides durning the flash guide stories. It was a nice setting to ask questions in and I learned a lot and got all of my questions answered. ,
,I wish my parents would have been there with me. It was very overwhelming and I would have liked to have had their input. My parents both expressed this as well. ,,,,,
,i had vincent and he was super friendly and outgoing,,,"preparing for classes  (what is recommended to bring to class, etc)",i got to meet friends that I had previously messaging and waiting to meet,
,,,,,,
It’s a better experience doing an exam on paper rather than on a computer ,,,Introducing us to those in our major earlier in the program and making an appointment with our advisor earlier ,Campus tours and downtown tours for everyone and how to connect with faculty outside the classroom,,A shorter program would be more beneficial since students lost interest after being talked to for hours. Need more time making connections with peers and need to be able to have some freedom in between sessions 
,,The information was ok but it tended to be very boring and long. Also the activities to help meet people were just awkward. I met more people from having free time at night. I wish there was more free time to meet people.,,,,
,,,,,,
Nah man it was good stuff,,,"Structured activity, ice breakers, etc.",,,"Chazzlyn followed me back on instagram, checked up on me countless times throughout DKS when I was having a hard time connecting with other students, and even DM'ed me on instagram the next day to follow up and make sure I had a good time. She is doing it right."
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Definitely look over your notes from older classes to review for a better score for the math portion of the test.,,,,"Maybe the whole map of campus itself, and what places are for which majors.",,
,,,,,,
,"It was very well put together, fast and easy.",,"Being friendly and brave. Everyone was in game same boat, wanting to meet people and have fun. Be the first the go up and say hi.",No it was very well covered.,My favorite part of DKS was scheduling classes and learning how to set goals. It was informational and relieving to know my classes are done.,"It was a great time, and I’m very happy I went!"
,,,,,,
,,,,,,
,,,,,,
,,Too similar to Golden Flash Day,Separating from parents sooner,Learning where everything is on campus,Evening activities,
,,,,,,
,,,Having the parents and students separated more often. If a bunch of kids are together it is easier to make friends.,,,
,It was easy to schedule classes and my advisor was very helpful. Her name was Lisa lash I believe. ,,More free time for meeting people,Make the glo party longer so there is more time to connect with students,The glo party was the best because I met a lot of new people and made friendships. I also liked scheduling my classes a lot ,
,Already answered on prev question. I did not meet with the person I was supposed to. There were only two of us in that major in the group so it shouldn’t have been a problem to see my actual advisor. ,,,,Day 1 was excellent.   Day 2 was poor.   The overnight seemed pointless.   The advising session was poor. ,
easier testing format on computer ,,,keeping the kids away from people they are familiar with ,,scheduling my classes and getting my flash card ,
,,,,,,
,/,:,If students were not so attached to their parents from the start.,No,Going to my college.,
,,,,,,
,,,,,Constant reminding that there are many resources to be successful.,
Make tutorials optional,Laura was absolutely fantastic! Best part of DKS.   I hope she is my advisor!,,Common interest ,More on health and safety,Advisor e,
NA,I felt as if the process was very efficient and fast when scheduling my classes. I was able to receive really good feedback from my academic advisor and I felt very good about my classes and more comfortable after the meeting. ,My time spent during this session was very productive and informative. I appreciated the time during this session as I felt it even prepared me further for the day 2 when scheduling classes.,Maybe having a group chat before the DKS of those who would be attending the same orientation to reach out to people before. ,I felt that some of the topics were a bit repetitive at times and there could have been other things to touch base on at those times. ,I really enjoyed the time when we split up into our colleges and did our pre advising appointment prep work. It allowed me to visualize my schedule this fall and ask questions if needed. I also really enjoyed the “first class” speaker and talk. ,
,,,,,Getting close to the flashguides. VERY helpful very knowledgeable. EXTREMELY EASY to talk to ,
,,,,,,
,,,More activities with just students during the day.,,,
,,,,,,
,,,,,,"wish i were too provide more at dks i would say to focus more on fun things around campus and safetly and how to handle college in general. not so much focused on campus i feel that more scared students than welcomed them to kent, at least for me "
,,,Less sitting and listening and more interact able activities,,Hearing the guides talk about their freshman experience and when they gave advice to us,
,,,,,,
N/A,,,,,,
,,,,,,
,,,,,,
,I would have liked to meet with my actual academic advisor but the one I met with was great.,,,,,
,,,"Activities in the beginning of day 1. For example,  if we had turned to people around us and introduced each other type of activity.",,,
Pretty good,The Academic Advising was very helpful while scheduling my classes I wanted to take even while I had no idea what to take and listened to everything I had to say,,,,The Glow party,
,,,,,,"There should be a separate DKS for students who have taken a significant amount of CCP credits (ex 30+ hours), much of the information was repetitive and I felt as though I wasted a day and a half. It would've been helpful to learn the differences between the CCP program and being in college as an actual student paying tuition instead of learning the differences between highschool and college."
No,,,It was good already,Books and supplies,KSU glow. It was a lot of fun,
,,,,,,
,,,,,,
,,,,,The activities after dinner,
"The dynamic nature of the test made it more difficult than it otherwise had to be.  It also tested concepts that didn’t accurately show my math knowledge, as it was all old concepts and no calculus was on it.",,,,,,
,,,Encouragement to mingle,,,This was a program where people just talked at us the whole time. It wasn’t incredibly interactive and it should be more engaging
Nope.,"My adviser was great, but I intended on meeting another one.",,Nothing.,parking permits and more clubs.,meeting my roommate and sleeping overnight.,
,"It was very helpful and I felt like my academic advisor was very supportive in helping my reach my major requirements, minor requirements and kent core requirements in four years. ",,Having more time throughout the day where it was just students and we could all just hang out and get to know each other. ,N/A,I loved just having free time to enjoy campus and making new friends. ,
,,,Talk to more people who maybe didn’t have a bunch of their own friends there. ,,,
,,,,,The evening of day one getting to know others.,Overall the program seemed way to long. I think staying over in the dorms was valuable but feel we could have arrived in the afternoon and completed everything. We did a lot of sitting around waiting for the next program to start. 
,,,Meeting my roommates before 10:00 pm,,Meeting with my advisor to schedule my classes,
,,,,,"glow party, i met a lot of people there",
,,,,,,
,,,,,,
,,,,,,
, Aurora Alexander was extremely helpful and so were the student who helped schedule my classes.,,,,I liked meeting students that I might not have met if I did not attend DKS.,
,,,,,,
:),,,,,,
