OnlinePlacementAssessment,AcademicAdvising,CollegeOpportunitiesandAdvisingPrep,makeAconnection,SpendTimeDestinationKentState,DestinationKentState,anyAdditionalComments
,"I was very satisfied! My advisor Shannon was excellent about helping me explore all of what I want to do from double majors to minors to concentrations, as well as helping me figure out where my previous credits fit within my major and core classes. ",,"More opportunities to socialize with my group specifically. I felt like I barely had the chance to even find the other Florence kids, let alone get to know them. ",,I enjoyed meeting with my academic advisor and scheduling the most. ,"I didn’t find day one useful. It was information that I’d heard at both my first campus visit and Golden Flash Day, as well as read online previous to applying and after choosing Kent. Also, since I’m participating in the Florence program, much of it won’t be relevant until second semester and will be covered once again in my First Year Experience class. "
Make the scores and test days more clear,It made me a lot more comfortable and less nervous about classes and what I need to graduate. My advisor is great.,,Spend more time with people in our major instead of one session so you can make friends you will see in the fall.,More time with groups of people in the same major not just the same colleges.,Meeting new people and my advising appointment and class scheduling.,
,,,,Finding your way around campus,Meeting my peers and academic advisor,
,,,,,Meeting with advisor. She was great.,
,,,,,scheduling classes,
,,,,,,
,,,,,,
the online test ended before I finished and never showed my score,I left my advising session feeling confused and not wanting to attend Kent. I would encourage the advisors to be as positive as possible.  More and more kids are CCP students and I felt a bit defeated like all the work I put in was for nothing.,,,,,
,Prior to DKSU when something is sent out it would be helpful to tell more what is going to happen during DKSU before hand,,Previously talking in a group chat. Also talking to the people in my college with similar majors.,,My favorite part was creating my class schedule and meeting with my college to get to know more about whay I will be learning,
It would have been really helpful to know room assignments for the upcoming school year before DKS so that way we know how big our rooms would be and what to expect. Also it would have been better to look at the options for scheduling for a longer period of time. We got 15 minutes.....    also when we split off into the different colleges we played jeopardy and that was a waste of time. We were there to get information about the next year not to play games.   me and my mom along with other parents were not happy about that. ,I liked sitting with a current student to make my final schedule. She knew the way around campus and what buildings were close    lots of helpful advice,,realizing that they had the same interests as me,,the walk downtown,I LOVE TAYLOR ( TUNA)
,,,,,,
,,,,,,
N/A,They were very helpful and considerate,,Doing more activities where you introduce yourself and get to know others,N/A,The flashguide stories and Q&A because the flashguides were entertaining and welcoming to be around in general and I had lots of fun.,Bella Bowman is a very good flashguide
,,,,,,
,,,,,,
,,,,,,
No. It was good.,I am fully satisfied with DKS.,,,,Meeting new people that are in the same boat as me (don’t know anyone else).,
,,,,,,
Multiple Choice ,,none,none,none,Meeting with advisors and flashguides were awesome,
,,,,,,
,,,,,,
,,,Not being shy,,,
,,,,,,
"Not for the placement tests, but as a student coming in with 56 credit hours from Kent state as a CCP student, there was absolutely no reason I should have been required to attend this. Absolute waste of time. Was nothing shy of disappointed, and thought it was very childish as well. I should have been able to schedule my classes just like I have the last 4 semesters. ",Marcus was awesome. Worked with him in my prior years as well.  ,,,,,"Waste of time. If you're coming in with almost 60 CREDIT HOURS FROM KENT STATE, THERE IS NO NEED TO ATTEND THIS GARBAGE."
,,,,,,
,,,Pairing off to talk about common things. Have a list of questions to ask each other. ,I didn’t learn anything new. ,Scheduling. And that was still not great. ,
,,,,,,
The first day was just too much to take in with all of the lectures ,,,Just talking to them ,,,
nope,he’s dope 10/10,nooe,more time to hang out,nah,eating,thx
,,,,,,
,,I would spread out the fun because us sitting and just listening while being overloaded with information wasn’t fun or enjoyable and it was difficult to retain it. ,"Effort, just trying ",Offer another mini tour of the campus where we actually get to see it ,The evening time with the guides and or peers. We just got to let loose and just talk to new people and the guides and it was really fun. ,
,They made sure I was comfortable with my schedule and knew about my classes and where they were,,,,,There was very limited choices at dinner and was very crowded 
,Made everything less stressful on the student and explained every scenario.,,,"Locations of certain subject buildings such as Math building, etc.","Meeting the Flashguides, all of the flash guides were down to earth with all the incoming freshman and they made us engage in fun activities.",
,,,,,,
,,,More small group opportunities (10-12) kids,,The student success stories and evening activities I really enjoyed. ,
,,,,,,
,,,"I do wish we had spent more time with students from our respective colleges. While I connected with multiple other students, I didn’t get to spend much time with other students of a similar major. ",,The flash guides for my session (gold team) were amazing. They never stopped smiling or having fun and made Kent state feel like an exciting and welcoming home for the next four years. They went above and beyond to connect with students and help us find our way. ,
,,,,,,
"I didn't have to take a placement assessment, but my only choices were ""yes"" and ""no"" on here. ",The advisors were great and I really enjoyed meeting with a student advisor and having some things explained to me. ,,"I went to DKS with three of my friends, so I didn't feel the need to make a close connection to another student, but we did speak to other students and they were all nice. I know I'll easily find more friends once classes begin in the Fall.",,Staying in a dorm and having a preview of what I will be eating at Kent. ,
,"I loved meeting with my advisor. She was helpful and kind, but also very frank and honest. She honestly supported any decision I wanted to make.",These programs answered all of my questions and more. I feel so much more confident and prepared about going to school.,,I would have liked to get my personalized schedule before arriving at DKS. It made me nervous to walk into an experience that I didn’t totally understand.,"I loved my roommate. We ended up sitting and talking until 1 am, because we both just found each other to be wonderful people.","I was nervous about the program to begin with, but now I feel that it’s been the most helpful thing to prepare me for college. It was well put together, and helped me meet new friends."
,,,,,,
,,,n/a,,,
,,,,No.,The tour downtown was the best part. It was nice seeing everything around Kent and all the places we could go close to campus.,
,,,,,,
,,,A little more free time to find the group i felt comfortable with.,Finding your way throughout campus,,
,,,,,,
,,,,,,
,,,,,,
Some meetings seemed repetitive with the information. I also think that some meetings/sessions were too long. My favorite part was hanging outside/in the Student Center after the first day was over. It made meeting new friends and talking with the flash guides easier and more intimate. ,"The woman I was with was trying her best to answer my questions, but she didn’t know everything about what was best for my major. ",,,,"Hanging out with the flashguides and other students after day one, at the Student Center. It was a lot of fun and less stressful than the rest of the day. ",
,,,More time to meet and freakin beginning ,,Walk downtown,
,My advisor was extremely kind and helpful!,,More encouragement and time to meet people,,,Shorten the program for those who did CCP
,,,,No,Scheduling classes,
,"The FlashGuides were incredibly helpful with everything, they took great care to ensure everyone's questions were answered and everyone felt at home. They did excellent. ",,"Nothing to be done on behalf of Kent State, I'm just bad at talking to people and introducing myself.",,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,No I think there was some information was unimportant to provide during DKS,Scheduling my classes and learning about all the fun opportunities I will have.,
,,,,,,
,,,More activities for students less lecture things ,,,
,,,Just being friendly and getting to know each other through out college of business choice. ,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,Show us where the laundry rooms are.,,
,"My actual advisor was fantastic!! The actual scheduling part of the session took probably 30 minutes because the girl who was helping me, kept messing up and kept having to go ask questions. It was very frustrating. So I would advise maybe having someone who knows what they are doing, or actual professors helping with scheduling. Not other students.",,If I knew who my roommate was already so I could've met up with her and got to know her more.,Navigating our way around the campus once we got our schedules.,I loved when we sat down with our majors and played games with them.,
,,,,,,
,,,,,,
Maybe a few refreshers and send more emails about it ,Very helpful information ,,Having a group go off and adventure ,,Seeing the rooms and being able to adventure by our selves,
,,,,if anything maybe split up students and parents as much as they can,interacting with my future classmates,
Nope. Just do your best :),,,,,,
"I took the CAPE assessment to be placed in a German class prior to DKS, and when taking it, I was under the impression that I was able to take the assessment more than once. This was not true, and I'm not sure if this misinformation was my own stupidity or if there was information on the testing website that told me I was able to take it more than once.","It was strange that I did not meet with my assigned advisor, although the experience was far from unpleasant.",,,,,
,,,,,My favorite part was meeting new friends and exploring downtown Kent!,
,,,,,,
,,"The guy that spoke was very informitive about the process, and he was entertaining to listen to as well. You could tell by listening to him that he loved to help others and that he had a heart for students. Note: It may look like I ""Kind  of did the portion above this because I selected the same answer for each subject, but I swear that I didn't do that. I had such a great time at Kent!",I thought that the fact that there was a little (but not too much) downtime helped me get to know other students,I thought that everything was well planned and thought out,,I had so much fun!!
,,,,,,
,,,,,,It was good but looking back over this survey I feel that we should of toured the campus more over some of the talks
,,,,,,
,,,N/A,Overall navigation of the campus. ,Meeting with people I’d never thought I’d be friends with and staying connected with them right after orientation. ,
,,,,,,
,,,,,,
,My advisor was very friendly and helpful. She was willing to help me schedule classes that were both required and extra classes I wanted to take.,It was fun and very helpful to understand which classes I would need to schedule and what I would have credit for already.,Maybe more icebreakers or opportunities to talk to the people in our same college more.,"Maybe make it easier to find flash guides after our advising appointments so we can walk through our schedules. Also, if the model rooms are close due to construction, that should be noted.",I really enjoyed the walk into downtown Kent becuase it helped me to figure out what else was around campus.,
,,,More personal icebreakers that forced people to talk to someone they didn’t know.,"Although there are very few with this situation, take some time to talk with CCP students who have enough credit to be classified as Sophmores or Juniors. Explain opportunities available to them due to their class standing.",Learning that the arts and athletics events are free to students.,"My only negative comment: The students were very loud in the dorms when others were trying to sleep. For example, people were talking right outside my door. There should be some type of quiet hours established or a lounge where people who want to stay up and talk go."
,I loved how my advisor showed me different ways to schedule/ see my classes ,,more time to talk to other people ,where buildings are / what,meeting new people and scheduling my classes ,
,,,,,,
,,,,,,
,,,,The new online books buying process. ,I loved meeting with my academic advisor t schedule my classes and purchase my computer. Everyone was so helpful. ,
,,,Filling out a questionnaire and maybe at some point being matched up with people.,No,I didn’t have a favorite part,
,,,More opportunities to interact with other students ,,,
,,,,,,
,"Advisor was great, registration not great. wouldve preferred to have staff help rather than students",,,,,Most of the people in my hall said they skipped all the sessions and only went to meals. i strongly reccomend a better attendance policy if possible 
,,,,,,
,,I think the DKS experience should be two full days because the first day was stressful because it was so much information,more pairing up with people,,,
,,,I put myself outside of my comfort zone. ,,Flashguide stories. This was my favorite part because it made the flashguides feel more approachable. ,
,,,,,,
,,,,,,
Math online is hard.,,,"Prior to arriving at DKS, you could have filled out a survey about yourself, and been matched with someone compatible with yourself ",,,
,,,,,,
,,,,,,
,,,,,,
,The academic advising team was able to get me into a class based on my minor which was full. It was deeply appreciated! ,,More confidence ,,Scheduling my classes,
No,,,,student involvement ,meeting new friends & experiencing living in a dorm (using the bathrooms and sharing a room) ,
,,,,,,
,,,,No,Sleeping -long day,
,,,,,,
,,,,,,I think it was too long. I feel like it could've been a day long as opposed to two full days. 
It was confusing because a lot of people thought they were going to have the opportunity to take it twice. As in they thought they could take it again immediately after and not complete a course or what was offered before you could take it for a second and final time. I think there should more clarity of that. ,,,,,,
,,,,,I thought that walking to my classes was the most informative thing I did at DKS.,
,,,ways to share social media,,,
,,,,"Get more info specific to you, like dorming or more advising time",Scheduling classes ,
,,,,,,
,,,,,,
,,,,,,Very informative and great connection with students
,,,,,,
,,"I’ve been doing CCP at Kent State for 4 years now, and at the Kent campus for 2. I know I don’t know everything, but there was a lot of information that dragged on and on about topics I already deeply know. I ended up skipping about half and gave my parent’s a tour of campus and showing them my dorm in the fall. ",,,,
Some of the tools were confusing to use but other than that I had no problems.,My advisor was very helpful in guiding me in the right direction with scheduling my courses.,It was very useful.,More time to get to know everyone during DKS.,I felt all of the topics were well explained.,Talking with my advisor and making my schedule for the fall semester.,
,,,,,,
N/A,I think my experience with my Academic Adviser went well.,It was really informative and covered a lot of my questions during the session.,Personality questionnaire for roommates ,Navigating the campus. There wasn't much time left to navigate the campus after all the sessions.,"""Flashguide stories"" and ""Evening Activities"". It really let me connect with people.",n/a
,,,one was my roommate but also people from my college,,,
,,,Be more outgoing and be the conversation starter.,Seperate into the individual colleges more. These are the people we will see a lot I want to be able to get to know them better before school actually starts.,I liked making my schedule because I really liked the one on one time with the advisor. After that I walked around and found the building where my classes would be in and now I can finally feel more comfortable about the campus.,
,,,,,,
,,,,,,
Make it clear that you can retake the test if you get a bad score.,,,,,Flashguides,
,,,,,,
,,,,,,
,,,,"Touring the campus, even though there were drop-in's to look through schedule it seemed so busy that there wasn't much dedicated time to look around",,
,,,Major ,,,"I didn’t get to have a roommate for the overnight stay, I was personally fine with that I didn’t care, but my parents felt really bad and mad about that. I feel that that situation should probably be resolved because if someone who really cared about that and not wanting to be alone, would experience a not fun first time at Kent and in the dorms. "
,,,,,,
,,,,,,
,,,"I am not sure because I think connection are made over time and can not be forced upon 2 day. However, I did talk to new people. ",I think a little official tour of the campus would have been nice.,The dinning was very nice and enjoyable. ,
,,,more people in my major ,should’ve showed us the library and how to use all its resources ,exploring downtown ,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
"No, my Placement Assessment experience was good.","None, my academic advisor was very personable and easy to talk to. I know she's going to make the transition from high school to college easy. ",,Pairing me with a roommate who has my same major,,Getting to talk to the Flash Guides and to hear their stories and experiences. ,
,,,Longer time frame.,,Meeting the flashguides.,
,,,,,,
,,,,,food,
"I had CCP classes in the areas of the online Placement Assessments, so I did not take the Placement Assessments.",,,"No one else was a math major (which isn't really a controllable situation, so not really a problem to fix).",I think a full tour of the campus would be pretty cool if there was time.,I liked the walk downtown- I talked to quite a few people and maybe made a few friends.,
,,,Less people ,,,
,,,"It would have been better to be matched with your roommate via a survey to find like interests. In addition to this, I wish I would have met my roommate in the morning instead of at the end of the day; we arrived at different times. ",,I enjoyed the advising period because it was a one on one experience rather than an experience shared by 300+ people.,"The program was very long and there was some information that could be better presented through email or mail. By the end of the day, my family and I were very tired and chose not to participate in meet-and-greet events for this reason. Although it was a very informative few days, it was just so long that by the end of the first day, we were ready for a break."
,,,I think that more socializing in the beginning would have helped more,,Getting to connect with the flashguides and my peers. I had such a fun time ,
,,,,,,
,,,,,,
My test crashed in the middle and I was unable to go back. ,Bryce Cain was an absolute pleasure and made me feel much more comfortable about my transition. I think he's going to be an ally for me for my next few years. ,,"less pressure to make a connection, i felt that i needed to be at dks to learn rather than make connections and the constant pressure to talk to others was a little anxiety inducing ","Maybe explaining how to find your way around campus, how to get textbooks ",the honors college meeting! i learned a ton about what i would be doing. ,
,,,,,,
I was having computer difficulties at the time so I ended up having to take it on my phone which was difficult ,"my advisor answered all my questions, she was very kind and informative.",,stepping out of my comfort zone and just talking to people. ,talking about how to find the books I'm going to need,"meeting the flash guide. Vala, Michele and Thomas were all so nice and approachable. they really got into our conversations and answered any questions we had.",
,,,Being forced to talk to others.  ,,I loved being able the schedule classes. ,I would love to see the breakfast improved. 
,,,,,,
,,,,,,
,,,If we had time to mingle with other students rather.,,,
,,,,,,
,,,Common intrests,,,
,,,,,,
,,,,,,
,Disappointed that 2 classes I really wanted were full,Wish they knew before hand what classes were full,Students grouped up by major and talked to flash guide ,"Timeline on when fiancial aid, billing, able to pay sooner.",The social at the end of Day one,Neither lot for family parking had handicap parking.  Would have been nice to be told that roommate checked in early. Showed up and went in room. Startled that he was sleeping. A heads up would have been nice.    Keep coffee urns out all day on day one. Needed it after lunch.
,,,,,,
,,,,,,
,,,,,,
Find a way to tell us that if you want to retake there is a 6wk module with it as well,,,,,,
no,,,,,,
,,,,,,
,,,,,,
It was hard to stare at the screen for so long; gave me a headache,I wish my mom would have been allowed to come so she could have her questions answered. I also thought I should have met with my actual advisor,,Doing more group games or fun activities ,,,
,keep doing what you're doing,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,My Advisor was very efficient and told me where to get information about stuff she couldn't answer.,,,,,
,,,,Build in more breaks to chat one on one with guides,The overnight with friends,
It took a while to get used to the format. Learning how to use the special keys where a little confusing. ,My advisor was very knowledgeable about the different choices that I could make. She answered my questions with ease. It was a fantastic experience.,,Give us something that we have to work on to make us work as a group. ,,,
,,,"Opening yourself up to meeting new people, even though it can be scary!",,I loved talking to the flashguide from our college! I thought that was super cool and a great way to get us excited about our program!,
,,,,,The free time to explore downtown.,
,,,,,,
,,,,More information for student athletes.,Talking with the Flashguides.,
,,,,,,"Some of the info sessions were too long. Maybe splitting up sessions with other things, just so we aren’t sitting there for so long. "
,,,More time to meet new people.,Campus navigation ,Speaking with the flashguides,
,,,,Learn where classes are for the students and more about navigating around campus ,,
,,,,,,
,,,rtyt,dfgf,sdfd,sdfd
